episode_id,timestamp,day_of_week,month,latitude,longitude,area_type,weather,rainfall_mm,temperature,festival_active,construction_active,peak_hour,event_type,severity,primary_cause,secondary_cause,tertiary_cause,citizens_affected,avg_delay_minutes,response_time_minutes,intervention,personnel_deployed,resolution_time,outcome_score,retrieval_count,importance_score,confidence_score
EP_8983,2024-08-13 12:00:00,Tuesday,8,18.971521556946687,72.91129686761009,Hospital Zone,Heavy Rain,128,38,True,False,False,Traffic Congestion,Low,Heavy Rain,Festival Crowd,,157,42,5,Traffic Diversion,24,230,0.96,0,0.68,0.59
EP_8984,2024-03-12 02:00:00,Tuesday,3,19.132983336823468,72.89647780142305,School Zone,Clear,17,32,True,True,False,Traffic Congestion,Medium,Road Construction,Festival Crowd,,3765,21,34,Public Alert,10,129,0.58,0,0.39,0.84
EP_8985,2024-04-29 07:00:00,Monday,4,18.99065496671597,72.82380557684732,Residential,Heavy Rain,65,29,False,True,False,Traffic Congestion,High,Heavy Rain,Road Construction,,553,19,72,Public Alert,45,107,0.85,0,0.94,0.76
EP_8986,2025-07-16 18:00:00,Wednesday,7,19.105015286103363,72.91659346641319,Transit Hub,Light Rain,9,37,False,False,True,Traffic Congestion,Low,,,,4576,110,22,Traffic Diversion,3,112,0.96,0,0.5,0.71
EP_8987,2025-05-15 03:00:00,Thursday,5,19.123569949468575,72.88350043976656,Hospital Zone,Cloudy,8,37,False,False,False,Road Damage,Low,,,,2100,81,51,Water Pump Deployment,3,88,0.61,0,0.74,0.5
EP_8988,2025-07-15 18:00:00,Tuesday,7,19.16517421743927,72.78084735926214,Market Area,Clear,9,26,False,True,True,Traffic Congestion,Medium,Road Construction,,,849,120,58,Traffic Diversion,38,146,0.71,0,0.66,0.87
EP_8989,2024-12-17 04:00:00,Tuesday,12,18.972634659216855,72.85240799696108,Transit Hub,Heavy Rain,84,37,False,True,False,Traffic Congestion,High,Heavy Rain,Road Construction,,109,117,63,Traffic Diversion,12,291,0.89,0,0.93,0.42
EP_8990,2025-10-28 16:00:00,Tuesday,10,18.973002919324802,72.98487787690377,Hospital Zone,Heavy Rain,73,34,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,2004,41,80,Traffic Diversion,4,25,0.47,0,0.99,0.8
EP_8991,2025-07-25 17:00:00,Friday,7,19.092951385888675,72.96405043499635,Residential,Clear,10,38,False,False,True,Traffic Congestion,High,,,,3996,73,11,No Action,2,48,0.5,0,0.59,0.91
EP_8992,2025-04-05 09:00:00,Saturday,4,19.032558582240313,72.79015317732421,Commercial,Heavy Rain,126,29,False,True,True,Traffic Congestion,Low,Heavy Rain,Road Construction,,2130,82,79,Additional Personnel,33,242,0.48,0,0.96,0.94
EP_8993,2025-09-12 23:00:00,Friday,9,19.17208080960303,72.99599629810331,Transit Hub,Clear,6,20,False,True,False,Traffic Congestion,High,Road Construction,,,4929,120,50,Water Pump Deployment,18,189,0.97,0,0.67,0.57
EP_8994,2024-12-16 07:00:00,Monday,12,19.11878513390268,72.97910874196815,Transit Hub,Light Rain,18,38,False,False,False,Traffic Congestion,Medium,,,,1107,80,83,Traffic Diversion,12,199,0.48,0,0.79,0.54
EP_8995,2024-03-08 12:00:00,Friday,3,19.091334545432133,72.77744528693147,Commercial,Heavy Rain,126,22,False,True,False,Traffic Congestion,High,Heavy Rain,Road Construction,,3788,17,64,Traffic Diversion,11,64,0.67,0,0.87,0.98
EP_8996,2025-11-21 11:00:00,Friday,11,19.17811589671767,72.92247192744831,Industrial,Light Rain,20,33,False,False,False,Flooding,Low,,,,3226,69,27,Public Alert,46,27,0.61,0,0.4,0.45
EP_8997,2024-06-20 10:00:00,Thursday,6,18.984705640350505,72.90117573589373,Commercial,Light Rain,16,25,False,True,True,Traffic Congestion,Low,Road Construction,,,1040,112,74,Water Pump Deployment,40,258,0.94,0,0.82,0.54
EP_8998,2024-08-10 18:00:00,Saturday,8,19.188187773288174,72.88099148530553,Market Area,Cloudy,13,28,False,False,True,Traffic Congestion,Medium,,,,127,116,77,Public Alert,6,61,0.5,0,0.43,0.46
EP_8999,2024-12-07 17:00:00,Saturday,12,19.092717365839537,72.99143348029074,Commercial,Cloudy,19,23,False,True,True,Traffic Congestion,Medium,Road Construction,,,3325,32,29,Additional Personnel,11,51,0.91,0,0.75,0.99
EP_9000,2024-12-24 21:00:00,Tuesday,12,19.0231830848034,72.9479535091736,Commercial,Cloudy,18,21,False,False,False,Traffic Congestion,Medium,,,,1426,30,74,No Action,31,146,0.95,0,0.52,0.59
EP_9001,2024-09-23 06:00:00,Monday,9,19.03315001095174,72.96723977660373,Hospital Zone,Cloudy,8,27,False,False,False,Road Damage,High,,,,4712,38,56,No Action,36,292,0.47,0,0.82,0.87
EP_9002,2024-01-21 03:00:00,Sunday,1,19.00987063137359,72.86687291180631,Industrial,Heavy Rain,150,35,False,False,False,Flooding,High,Heavy Rain,,,2766,53,59,Water Pump Deployment,12,41,0.77,0,0.58,0.77
EP_9003,2025-05-29 12:00:00,Thursday,5,19.051386189920297,72.95916082214907,Transit Hub,Cloudy,16,36,False,False,False,Flooding,Low,,,,3720,99,41,Water Pump Deployment,7,114,0.41,0,0.99,0.54
EP_9004,2025-06-24 20:00:00,Tuesday,6,19.141871598084936,72.89755574085653,Market Area,Clear,1,27,False,False,True,Traffic Congestion,High,,,,3029,11,80,Emergency Crew Dispatch,38,79,0.56,0,0.37,0.83
EP_9005,2025-02-27 07:00:00,Thursday,2,19.00085652566389,72.79690416636804,Market Area,Light Rain,19,37,False,False,False,Traffic Congestion,High,,,,3123,37,35,Traffic Diversion,9,266,0.91,0,0.98,0.97
EP_9006,2025-09-29 02:00:00,Monday,9,19.039656416936218,72.84156184926672,School Zone,Heavy Rain,127,33,False,False,False,Flooding,High,Heavy Rain,,,1652,89,31,Additional Personnel,5,213,0.5,0,0.99,0.76
EP_9007,2025-03-03 21:00:00,Monday,3,19.034338263205743,72.84672021660234,Commercial,Clear,2,27,False,False,False,Accident,High,High Traffic Volume,,,4613,84,74,Additional Personnel,27,297,0.45,0,0.37,0.64
EP_9008,2024-06-15 05:00:00,Saturday,6,19.1647581615302,72.97608275611607,Transit Hub,Cloudy,4,30,False,False,False,Water Leakage,Low,,,,2085,83,36,Public Alert,10,236,0.45,0,0.57,0.84
EP_9009,2024-01-15 07:00:00,Monday,1,19.082848666004008,72.75888822926828,Commercial,Light Rain,10,27,False,False,False,Accident,Low,High Traffic Volume,,,4127,20,41,Public Alert,25,282,0.9,0,0.85,0.43
EP_9010,2024-10-05 20:00:00,Saturday,10,19.17471734079213,72.85126050719282,Residential,Light Rain,2,21,False,False,True,Traffic Congestion,Low,,,,1825,15,43,Additional Personnel,33,56,0.87,0,0.79,0.9
EP_9011,2024-01-21 19:00:00,Sunday,1,19.000872773327686,72.99221104852867,Hospital Zone,Heavy Rain,141,30,False,True,True,Traffic Congestion,Low,Heavy Rain,Road Construction,,1322,100,76,Public Alert,7,284,0.83,0,0.44,0.71
EP_9012,2025-01-09 02:00:00,Thursday,1,18.988583564513323,72.92561844034319,Hospital Zone,Heavy Rain,76,26,False,True,False,Traffic Congestion,High,Heavy Rain,Road Construction,,4624,39,80,Traffic Diversion,46,128,0.69,0,0.59,0.47
EP_9013,2025-11-07 20:00:00,Friday,11,19.176953955964084,72.80426851542586,School Zone,Cloudy,2,33,False,False,True,Traffic Congestion,Low,,,,236,72,30,Emergency Crew Dispatch,44,74,0.48,0,0.96,0.63
EP_9014,2025-06-15 17:00:00,Sunday,6,19.06236773152775,72.87430365170961,Transit Hub,Clear,0,27,False,False,True,Traffic Congestion,Medium,,,,4943,85,13,Public Alert,38,272,0.89,0,0.56,0.91
EP_9015,2025-10-01 19:00:00,Wednesday,10,19.006313664389776,72.80182645546667,Market Area,Light Rain,14,20,False,True,True,Traffic Congestion,High,Road Construction,,,3740,5,78,Additional Personnel,44,276,0.72,0,0.91,0.71
EP_9016,2024-06-30 23:00:00,Sunday,6,18.983948036383104,72.92045429574021,Industrial,Cloudy,11,33,False,False,False,Flooding,Medium,,,,1966,87,23,Water Pump Deployment,18,209,0.64,0,0.87,0.71
EP_9017,2025-08-02 02:00:00,Saturday,8,19.09779670418266,72.7905230216986,School Zone,Clear,20,32,False,True,False,Traffic Congestion,High,Road Construction,,,2451,54,5,Water Pump Deployment,36,225,0.96,0,0.65,0.89
EP_9018,2024-12-21 17:00:00,Saturday,12,19.079318831617307,72.94719593278286,Industrial,Clear,12,30,False,True,True,Traffic Congestion,High,Road Construction,,,3279,44,57,Water Pump Deployment,8,37,0.76,0,0.6,0.9
EP_9019,2024-01-23 05:00:00,Tuesday,1,19.01801413577687,72.94232780774672,School Zone,Cloudy,14,29,False,True,False,Traffic Congestion,Medium,Road Construction,,,2191,113,48,Emergency Crew Dispatch,47,78,1.0,0,0.89,0.74
EP_9020,2024-04-23 02:00:00,Tuesday,4,19.142364213082395,72.97120593816535,Hospital Zone,Light Rain,12,29,False,False,False,Fire Incident,Low,,,,4545,54,47,Water Pump Deployment,36,194,0.59,0,0.53,0.96
EP_9021,2024-05-07 16:00:00,Tuesday,5,18.99248401565642,72.99104015160206,Industrial,Cloudy,4,36,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,1134,28,38,Additional Personnel,18,153,0.83,0,0.47,0.9
EP_9022,2024-07-13 16:00:00,Saturday,7,19.117313799893715,72.95247240343309,Commercial,Cloudy,6,26,False,False,False,Water Leakage,Medium,,,,1525,103,70,No Action,3,204,0.4,0,0.96,0.74
EP_9023,2025-09-09 08:00:00,Tuesday,9,19.07793139068853,72.89045354617278,Residential,Clear,13,33,False,False,True,Traffic Congestion,Low,,,,1951,78,69,Public Alert,35,270,0.92,0,0.38,0.47
EP_9024,2024-07-16 03:00:00,Tuesday,7,19.116686544945246,72.94922361237148,Commercial,Cloudy,7,30,False,False,False,Flooding,Medium,,,,3240,84,62,Road Closure,6,99,0.56,0,0.55,0.89
EP_9025,2024-05-23 22:00:00,Thursday,5,19.11174121192966,72.92135407391686,Industrial,Cloudy,13,23,False,True,False,Traffic Congestion,Medium,Road Construction,,,3604,11,28,Public Alert,28,182,0.82,0,0.33,0.81
EP_9026,2024-12-29 21:00:00,Sunday,12,19.027520181278987,72.81993206124854,Hospital Zone,Cloudy,11,34,False,True,False,Traffic Congestion,Medium,Road Construction,,,806,92,63,Public Alert,32,165,0.78,0,0.33,0.6
EP_9027,2025-11-02 09:00:00,Sunday,11,19.099650036544205,72.98325407635812,Commercial,Light Rain,15,32,False,False,True,Traffic Congestion,Low,,,,3602,103,68,Additional Personnel,43,151,0.88,0,0.5,0.9
EP_9028,2024-05-09 20:00:00,Thursday,5,19.04424997248476,72.9272577555607,Market Area,Heavy Rain,123,33,True,False,True,Traffic Congestion,High,Heavy Rain,Festival Crowd,,4919,59,82,Emergency Crew Dispatch,32,232,0.51,0,0.68,0.56
EP_9029,2025-06-25 15:00:00,Wednesday,6,19.07884159921588,72.9526296651742,Market Area,Clear,19,38,False,True,False,Traffic Congestion,Medium,Road Construction,,,3663,108,6,Traffic Diversion,8,214,0.54,0,0.32,0.98
EP_9030,2025-05-11 06:00:00,Sunday,5,19.101998454048363,72.91241222741775,Hospital Zone,Light Rain,0,38,False,False,False,EMS Delay,Medium,,,,113,44,9,No Action,31,92,0.97,0,0.61,0.7
EP_9031,2024-03-21 12:00:00,Thursday,3,19.096745163800716,72.87606706980594,Market Area,Cloudy,19,23,False,False,False,Power Outage,Medium,,,,575,51,67,Water Pump Deployment,47,82,0.64,0,0.73,0.48
EP_9032,2025-12-27 01:00:00,Saturday,12,19.153515207130976,72.81848776875151,Market Area,Clear,4,22,False,False,False,Fire Incident,Medium,,,,3565,115,64,Water Pump Deployment,49,223,0.49,0,0.69,0.45
EP_9033,2024-08-31 06:00:00,Saturday,8,19.193329979264618,72.96616960157759,Commercial,Cloudy,5,28,False,False,False,Fire Incident,Medium,,,,1733,62,90,Public Alert,8,84,0.5,0,0.94,0.8
EP_9034,2025-08-02 13:00:00,Saturday,8,19.017117184083123,72.93221210739468,Transit Hub,Clear,13,24,False,False,False,Flooding,High,,,,1969,108,49,Additional Personnel,39,254,0.43,0,0.77,0.41
EP_9035,2024-02-26 08:00:00,Monday,2,18.97527392702775,72.88978702542101,School Zone,Cloudy,7,35,False,False,True,Traffic Congestion,Low,,,,109,93,30,Road Closure,8,94,0.82,0,0.41,0.9
EP_9036,2024-02-27 10:00:00,Tuesday,2,19.089203283180176,72.86859574259927,Market Area,Clear,11,38,False,True,True,Traffic Congestion,Low,Road Construction,,,1072,15,59,Road Closure,6,221,0.76,0,0.75,0.73
EP_9037,2025-02-19 17:00:00,Wednesday,2,19.06188625662748,72.84413802131522,Industrial,Clear,4,22,False,False,True,Traffic Congestion,High,,,,4885,19,31,Emergency Crew Dispatch,13,148,0.47,0,0.4,0.48
EP_9038,2024-07-30 03:00:00,Tuesday,7,18.987022223602334,72.91820974810571,Residential,Clear,4,25,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,1102,17,68,Public Alert,41,100,0.44,0,0.43,0.99
EP_9039,2024-01-11 01:00:00,Thursday,1,19.185069181739095,72.78444438981597,Transit Hub,Cloudy,0,29,True,True,False,Traffic Congestion,High,Road Construction,Festival Crowd,,2303,47,64,Traffic Diversion,7,288,0.77,0,0.96,0.65
EP_9040,2024-09-24 05:00:00,Tuesday,9,18.98360057202901,72.97579587426992,Market Area,Clear,19,31,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,1211,83,88,Traffic Diversion,9,139,0.77,0,0.73,0.68
EP_9041,2024-03-18 20:00:00,Monday,3,19.0769807495755,72.91038857851991,Market Area,Light Rain,12,35,False,True,True,Traffic Congestion,Low,Road Construction,,,4905,52,27,Public Alert,50,217,0.48,0,0.48,0.44
EP_9042,2025-02-28 01:00:00,Friday,2,19.06426834198115,72.98443858587966,Hospital Zone,Heavy Rain,111,36,False,False,False,Flooding,High,Heavy Rain,,,4310,120,50,Traffic Diversion,11,283,0.58,0,0.76,0.99
EP_9043,2025-10-31 06:00:00,Friday,10,18.97607871856647,72.97116973463896,Residential,Light Rain,9,38,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,226,26,70,Public Alert,46,31,0.83,0,0.99,0.57
EP_9044,2024-11-18 03:00:00,Monday,11,18.973420217103442,72.88234564868532,Industrial,Heavy Rain,81,26,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,707,68,73,Additional Personnel,14,297,0.79,0,0.66,0.77
EP_9045,2025-02-23 23:00:00,Sunday,2,19.076873085753583,72.88740246928053,School Zone,Clear,11,30,False,False,False,EMS Delay,Medium,,,,312,23,25,Public Alert,29,95,0.56,0,0.33,0.62
EP_9046,2024-05-03 06:00:00,Friday,5,18.992584145338725,72.93904647842167,Commercial,Clear,11,24,False,False,False,EMS Delay,High,,,,3575,49,22,Public Alert,49,289,0.87,0,0.44,0.83
EP_9047,2024-07-18 21:00:00,Thursday,7,19.02232028654802,72.92166398237781,Hospital Zone,Cloudy,10,23,False,True,False,Traffic Congestion,Medium,Road Construction,,,204,38,77,No Action,16,120,0.5,0,0.58,0.62
EP_9048,2024-11-05 17:00:00,Tuesday,11,19.16462120989618,72.97061760196615,Hospital Zone,Cloudy,3,31,False,False,True,Traffic Congestion,Medium,,,,4657,112,24,Water Pump Deployment,20,146,0.75,0,0.77,0.82
EP_9049,2025-09-15 07:00:00,Monday,9,19.073703998269444,72.93240234087104,Transit Hub,Heavy Rain,58,31,False,False,False,Flooding,Low,Heavy Rain,,,3995,97,90,Road Closure,3,300,0.66,0,0.7,0.96
EP_9050,2025-10-19 21:00:00,Sunday,10,19.15564864212963,72.83299073044753,Residential,Clear,6,27,True,False,False,Crowd Overflow,High,Festival Crowd,,,4481,48,37,No Action,20,149,0.63,0,0.46,0.51
EP_9051,2025-01-12 10:00:00,Sunday,1,19.121491657681236,72.98697007891828,Residential,Heavy Rain,63,20,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,4824,51,81,Additional Personnel,19,71,0.86,0,0.35,0.83
EP_9052,2025-04-27 10:00:00,Sunday,4,19.09868121819213,72.97716734017858,Commercial,Clear,19,38,False,False,True,Traffic Congestion,Medium,,,,682,117,62,Traffic Diversion,34,168,0.78,0,0.48,0.93
EP_9053,2025-11-29 10:00:00,Saturday,11,18.98066078837899,72.91424724370438,Industrial,Cloudy,19,29,False,False,True,Traffic Congestion,Low,,,,2594,114,85,Emergency Crew Dispatch,18,215,0.87,0,0.79,0.9
EP_9054,2025-10-25 10:00:00,Saturday,10,19.047539124066553,72.77930314462171,Market Area,Cloudy,14,23,False,False,True,Traffic Congestion,High,,,,4394,10,59,Road Closure,5,259,0.78,0,0.92,0.86
EP_9055,2025-10-21 06:00:00,Tuesday,10,19.03351882657855,72.8058162648811,Industrial,Heavy Rain,132,28,False,False,False,Flooding,High,Heavy Rain,,,1907,43,22,No Action,42,112,0.89,0,0.76,0.59
EP_9056,2025-06-09 04:00:00,Monday,6,19.097036725418903,72.87160469584202,Industrial,Clear,17,25,False,False,False,Water Leakage,Low,,,,2022,15,79,Road Closure,32,185,0.48,0,0.7,0.82
EP_9057,2025-06-18 03:00:00,Wednesday,6,19.108683441258083,72.85639446628998,Industrial,Cloudy,0,35,False,False,False,Road Damage,Low,,,,2904,36,15,No Action,6,105,0.48,0,0.71,0.45
EP_9058,2024-11-06 01:00:00,Wednesday,11,19.005635362704037,72.9191356350414,Market Area,Cloudy,11,31,False,False,False,EMS Delay,High,,,,1588,101,71,Traffic Diversion,9,238,0.68,0,0.73,0.55
EP_9059,2024-11-03 10:00:00,Sunday,11,19.11424257729335,72.76267229185481,Hospital Zone,Light Rain,15,25,False,False,True,Traffic Congestion,Low,,,,1164,76,58,Additional Personnel,8,35,0.57,0,0.5,0.45
EP_9060,2025-03-31 03:00:00,Monday,3,19.026953923448033,72.84812659586528,Commercial,Cloudy,10,25,False,False,False,Power Outage,High,,,,158,90,49,Additional Personnel,4,37,0.74,0,0.74,0.88
EP_9061,2024-02-28 01:00:00,Wednesday,2,19.118617276961427,72.90787487289987,School Zone,Clear,13,20,False,False,False,Road Damage,High,,,,955,46,51,Additional Personnel,21,40,0.8,0,0.69,0.51
EP_9062,2025-02-15 17:00:00,Saturday,2,19.026826690057174,72.95339521610373,Residential,Light Rain,11,35,False,False,True,Traffic Congestion,High,,,,1110,68,9,Public Alert,37,19,0.98,0,0.33,0.59
EP_9063,2024-09-16 22:00:00,Monday,9,19.094775790347033,72.94858708076704,Commercial,Clear,6,28,False,True,False,Traffic Congestion,Low,Road Construction,,,2213,22,46,Road Closure,25,139,0.5,0,0.53,0.74
EP_9064,2025-10-19 11:00:00,Sunday,10,18.999498873539643,72.93102877678744,Market Area,Cloudy,7,23,False,False,False,Crowd Overflow,Low,,,,1903,78,78,Road Closure,7,73,0.92,0,0.33,0.65
EP_9065,2025-05-11 03:00:00,Sunday,5,18.98368453606588,72.90980979402914,Commercial,Clear,20,20,False,False,False,Flooding,Low,,,,3304,50,31,Emergency Crew Dispatch,46,245,0.72,0,0.45,0.84
EP_9066,2025-10-15 23:00:00,Wednesday,10,19.11828038347546,72.94945713570615,School Zone,Clear,14,38,False,False,False,Crowd Overflow,Low,,,,4057,29,21,Public Alert,12,231,0.55,0,0.75,0.84
EP_9067,2025-12-19 08:00:00,Friday,12,18.96954680856369,72.88447507523851,School Zone,Clear,9,28,False,False,True,Traffic Congestion,Medium,,,,1158,67,72,Water Pump Deployment,43,40,0.61,0,0.8,0.73
EP_9068,2024-08-13 23:00:00,Tuesday,8,19.028594400858886,72.99210796673556,School Zone,Heavy Rain,88,37,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,1206,48,8,Emergency Crew Dispatch,19,37,0.67,0,0.83,0.48
EP_9069,2024-01-26 10:00:00,Friday,1,19.12498283031221,72.94838706362714,Hospital Zone,Heavy Rain,107,37,False,True,True,Traffic Congestion,Low,Heavy Rain,Road Construction,,871,41,31,Traffic Diversion,4,18,0.91,0,0.54,0.53
EP_9070,2025-04-20 08:00:00,Sunday,4,19.043710804036177,72.92370529755921,Transit Hub,Clear,2,27,False,False,True,Traffic Congestion,Medium,,,,1755,6,77,Water Pump Deployment,18,294,0.63,0,0.31,0.95
EP_9071,2024-11-20 11:00:00,Wednesday,11,19.054078991374972,72.82214837868823,Residential,Clear,8,35,False,False,False,Crowd Overflow,Medium,,,,637,10,38,No Action,31,291,0.71,0,0.72,0.79
EP_9072,2024-10-17 01:00:00,Thursday,10,19.0679366625212,72.95482894221334,School Zone,Clear,10,33,False,False,False,EMS Delay,Medium,,,,4280,31,38,Road Closure,21,208,0.46,0,0.97,0.61
EP_9073,2024-05-22 01:00:00,Wednesday,5,19.036390319411193,72.85153418240941,School Zone,Clear,7,32,False,False,False,Crowd Overflow,Low,,,,803,58,6,No Action,36,39,0.73,0,0.77,0.78
EP_9074,2024-11-05 22:00:00,Tuesday,11,18.975697587575432,72.91095151979773,Market Area,Heavy Rain,52,30,False,False,False,Flooding,Low,Heavy Rain,,,2506,11,73,Public Alert,7,280,0.62,0,0.36,0.52
EP_9075,2024-10-19 04:00:00,Saturday,10,19.17552299494383,72.97421364324389,School Zone,Clear,17,35,False,False,False,Road Damage,Medium,,,,3751,65,26,Emergency Crew Dispatch,36,277,0.98,0,0.47,0.96
EP_9076,2024-04-07 08:00:00,Sunday,4,19.18861473711378,72.7890001537921,Hospital Zone,Cloudy,1,21,False,True,True,Traffic Congestion,Medium,Road Construction,,,4468,105,72,Traffic Diversion,39,40,0.47,0,0.62,0.93
EP_9077,2025-08-08 15:00:00,Friday,8,19.125879748175834,72.95557823660648,Hospital Zone,Clear,3,33,False,False,False,Fire Incident,Medium,,,,977,100,60,Water Pump Deployment,32,94,0.5,0,0.34,0.78
EP_9078,2025-12-04 00:00:00,Thursday,12,18.969868144180282,72.96478950036632,Market Area,Heavy Rain,114,38,False,False,False,Flooding,Low,Heavy Rain,,,594,52,18,Traffic Diversion,46,42,0.42,0,0.58,0.87
EP_9079,2024-08-29 04:00:00,Thursday,8,19.007741468300345,72.83820424966291,Residential,Clear,3,24,False,False,False,Traffic Congestion,High,,,,4913,48,60,Additional Personnel,12,82,0.75,0,0.93,1.0
EP_9080,2024-10-18 23:00:00,Friday,10,19.122833407918055,72.97439228099037,Commercial,Heavy Rain,92,32,False,False,False,Flooding,Medium,Heavy Rain,,,664,77,29,No Action,19,34,0.49,0,0.52,0.83
EP_9081,2024-06-21 04:00:00,Friday,6,19.04852064644187,72.83610775855827,Transit Hub,Clear,18,29,False,False,False,Traffic Congestion,Medium,,,,2178,81,20,No Action,24,239,0.59,0,0.54,0.68
EP_9082,2025-07-22 05:00:00,Tuesday,7,19.128433684384067,72.845483094561,Residential,Clear,10,21,True,True,False,Traffic Congestion,Medium,Road Construction,Festival Crowd,,2542,114,34,Traffic Diversion,41,115,0.72,0,0.74,0.92
EP_9083,2025-11-06 04:00:00,Thursday,11,19.014179696948144,72.76958254002584,Transit Hub,Clear,18,36,False,False,False,Water Leakage,Medium,,,,1960,14,17,Emergency Crew Dispatch,2,267,0.81,0,0.4,0.87
EP_9084,2024-01-19 22:00:00,Friday,1,18.989990964497533,72.75792739723626,Market Area,Clear,18,25,False,False,False,Road Damage,Low,,,,281,98,56,Additional Personnel,46,218,0.53,0,0.45,0.73
EP_9085,2024-08-29 10:00:00,Thursday,8,19.135382052701047,72.99057915158838,Market Area,Cloudy,8,23,False,True,True,Traffic Congestion,Low,Road Construction,,,4101,60,71,Road Closure,27,107,0.45,0,0.73,0.59
EP_9086,2024-06-05 03:00:00,Wednesday,6,19.119239749875202,72.81943862885261,Transit Hub,Clear,1,27,False,False,False,Traffic Congestion,Low,,,,1961,30,28,Emergency Crew Dispatch,33,140,0.6,0,0.32,0.67
EP_9087,2025-08-15 14:00:00,Friday,8,18.959914423984717,72.84765489633504,Market Area,Light Rain,1,38,False,False,False,Traffic Congestion,Medium,,,,3224,18,64,No Action,48,30,0.96,0,0.64,0.76
EP_9088,2025-04-05 10:00:00,Saturday,4,19.0161259213418,72.76235154445612,Market Area,Clear,15,27,True,False,True,Traffic Congestion,Medium,Festival Crowd,,,1739,93,19,No Action,30,90,0.43,0,0.56,0.98
EP_9089,2024-02-11 03:00:00,Sunday,2,19.077526069895548,72.95034877705235,Industrial,Cloudy,18,26,False,False,False,Fire Incident,Medium,,,,4599,92,30,Traffic Diversion,21,125,0.49,0,0.55,0.54
EP_9090,2025-06-18 00:00:00,Wednesday,6,18.961095136751066,72.93459281222201,Transit Hub,Cloudy,5,30,False,False,False,Flooding,Low,,,,4188,45,67,Public Alert,40,35,0.78,0,0.75,0.92
EP_9091,2024-02-20 20:00:00,Tuesday,2,19.02216859716283,72.8441562018564,Hospital Zone,Clear,6,23,True,False,True,Traffic Congestion,Medium,Festival Crowd,,,1250,100,61,Public Alert,6,251,0.85,0,0.59,0.72
EP_9092,2024-05-11 22:00:00,Saturday,5,19.09297484537187,72.8184284551495,Commercial,Clear,13,38,False,True,False,Traffic Congestion,Medium,Road Construction,,,4440,79,12,Additional Personnel,47,193,0.41,0,0.47,0.49
EP_9093,2024-09-19 13:00:00,Thursday,9,19.02017203804206,72.76700155687998,Industrial,Clear,20,21,False,True,False,Traffic Congestion,Low,Road Construction,,,1581,59,74,Additional Personnel,44,21,0.83,0,0.97,0.85
EP_9094,2025-12-01 11:00:00,Monday,12,19.1567304995331,72.85868294658454,Residential,Cloudy,10,29,False,False,False,Water Leakage,Low,,,,2445,74,8,Water Pump Deployment,32,176,0.44,0,0.33,0.54
EP_9095,2024-05-03 14:00:00,Friday,5,18.99053479929146,72.92628565722744,Industrial,Clear,2,30,False,True,False,Traffic Congestion,Medium,Road Construction,,,942,34,11,Public Alert,12,184,0.56,0,0.59,0.69
EP_9096,2025-11-26 00:00:00,Wednesday,11,19.056290469234618,72.98210995004968,Industrial,Cloudy,17,27,False,True,False,Traffic Congestion,High,Road Construction,,,2102,110,77,Water Pump Deployment,44,293,0.64,0,0.58,0.74
EP_9097,2025-12-14 09:00:00,Sunday,12,19.014090942101078,72.85068927745775,Industrial,Clear,11,20,True,False,True,Traffic Congestion,Low,Festival Crowd,,,739,103,36,Road Closure,6,83,0.49,0,0.67,0.99
EP_9098,2024-03-31 14:00:00,Sunday,3,19.1169094884822,72.88172959626358,Hospital Zone,Cloudy,0,25,False,False,False,Fire Incident,High,,,,1862,97,75,Road Closure,21,139,0.95,0,0.96,0.63
EP_9099,2024-10-19 20:00:00,Saturday,10,19.16462802851665,72.8784049218146,Industrial,Cloudy,1,35,False,False,True,Traffic Congestion,Medium,,,,360,82,75,Emergency Crew Dispatch,6,260,0.86,0,0.93,0.44
EP_9100,2025-10-15 05:00:00,Wednesday,10,19.09283739360387,72.93508895930381,Transit Hub,Clear,14,28,False,False,False,Road Damage,High,,,,3511,48,43,Emergency Crew Dispatch,38,14,0.94,0,0.86,0.41
EP_9101,2025-01-01 02:00:00,Wednesday,1,19.034668175951705,72.98723854030662,School Zone,Clear,14,35,False,False,False,Flooding,Low,,,,1990,70,31,Additional Personnel,7,22,0.53,0,0.92,0.49
EP_9102,2024-03-09 13:00:00,Saturday,3,19.131829519597375,72.77041329248796,Transit Hub,Clear,8,27,False,False,False,Power Outage,Medium,,,,4910,21,65,Traffic Diversion,28,154,0.93,0,0.66,0.99
EP_9103,2025-05-15 01:00:00,Thursday,5,19.18750101397058,72.97467068455973,Transit Hub,Light Rain,8,31,True,True,False,Traffic Congestion,High,Road Construction,Festival Crowd,,3480,58,18,Traffic Diversion,9,258,0.67,0,0.86,0.61
